postId;date;question;answer;answerSourceCommentId;answerSourceUrl;answerReactionActor;answerSourceType;answerSourceNote;manualCatalogId;postUrl;mediaPath;caption;ocrConfidence;reviewStatus
388;2025-12-01;ИКС - экс-футболист «Зенита», который, помимо России, поиграл в Германии, Греции, Турции, Венгрии и даже Австралии. ИКСЫ - картина Винсента ван Гога 1887 года. Кстати, в период карьеры в «Зените» у ИКСА не было на спине ни единицы, ни восьмерки, ни семерки. Назовите ИКС.;Мак;1007;https://t.me/simple_quiz/388?comment=1007;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/388;telegram_archive/media/post_0388_photo_01.jpg;Вопрос с последнего «Симпл Квиза» подъехал. Все же на 8 декабря записались? Если нет, то летите к @iamkirian в лс;0.9545;Ответ подтверждён реакцией канала
392;2025-12-04;Один ИКС изначально был не ИКСОМ, а Чейни. Другой ИКС раньше был не ИКСОМ, а Августой. Один ИКС периодически зарабатывал деньги боксом. Другой ИКС не раз принимал крупные боксерские поединки. Там дрались и Поветкин, и Кличко. Назовите ИКС.;Лондон;1025;https://t.me/simple_quiz/392?comment=1025;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/392;telegram_archive/media/post_0392_photo_01.jpg;Может быть, вам поможет, что этот вопрос как-то связан с литературой. @simple_quiz;0.9575;Ответ подтверждён реакцией канала
399;2025-12-08;Всю карьеру ОН выступал на резине бренда Light Year. В числе его спонсоров - Vitoline, Clutch+Aid, Mood Springs, Octane Gain, NitroAde, Easy Idle. Логотипы этих брендов можно увидеть Ha HEM. Назовите ЕГО двумя словами.;Молния Маккуин;1043;https://t.me/simple_quiz/399?comment=1043;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/399;telegram_archive/media/post_0399_photo_01.jpg;Всем доброе утро! Ловите разминочный вопросик для самых умных мастерюг этой планеты;0.9504;Ответ подтверждён реакцией канала
415;2025-12-11;Аккаунт nbaresdev выяснил, что игроки НБА начинают играть хуже после того, как обзаводятся ИМИ. В качестве доказательства они привели статистику Леброна Джеймса, Кевина Дюранта, Дреймонда Грина, Пола Джорджаи Джей Джея Редика. У всех них упали цифры по сезону после появления ИХ в их жизни. По одной из версий, первый ОН появился в 2004 году. В том же году это слово впервые использовал журналист Бен Хаммерсли. Кого мы зашифровали под НИМ?;Подкаст;1083;https://t.me/simple_quiz/415?comment=1083;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/415;telegram_archive/media/post_0415_photo_01.jpg;Минута на обсуждение @simple_quiz;0.9526;Ответ подтверждён реакцией канала
417;2025-12-12;Американская актриса Оливия Коберн известна многим из вас под другой фамилией. Одна из самых популярных сериальных ролей Оливии - ИКС. Догадаться, что мы спрятали под ИКСОМ, вам помогут Микаэль Баллак, Алессандро Неста и Майкон. Назовите ИКС.;Тринадцатая;1098;https://t.me/simple_quiz/417?comment=1098;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/417;telegram_archive/media/post_0417_photo_01.jpg;Всем приятной пятницы! @simple_quiz;0.9522;Ответ подтверждён реакцией канала
418;2025-12-13;Бенджамин Франклин говорил, что не наблюдать за ИКСАМИ - значит, оставлять им открытым свой кошелек. Если к ИКСАМ добавить согласную букву, получится название футбольного клуба, который в августе 2005 года приезжал в Москву на матч с «Локомотивом». Назовите этот клуб.;Работнички;1103;https://t.me/simple_quiz/418?comment=1103;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/418;telegram_archive/media/post_0418_photo_01.jpg;Ку-ку! Пишем в комменты только правильные ответы (и желательно под спойлером) @simple_quiz;0.9565;Ответ подтверждён реакцией канала
421;2025-12-13;В 1978-1979 годах логотип «Нью-Йорк Никс» был в форме НЕГО. Вот некоторые ИХ представители: Fuji, Empire, Jonathan, Arkansas Black, Discovery. О чем речь?;Яблоко;1112;https://t.me/simple_quiz/421?comment=1112;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/421;telegram_archive/media/post_0421_photo_01.jpg;Вопрос, с которым, кажется, не справилась ни одна команда на минувшем квизе. Пишите версии в комментариях под спойлером @simple_quiz;0.958;Ответ подтверждён реакцией канала
431;2025-12-15;В ноябре 2022 года в соревновательный Counter-Strike добавили ИКС. Правда, уже через пару лет его убрали из про-сцены. Вы могли слышать про ИКСА на уроках истории. Если бы вы назвали ИКСА шакалом, это в какой-то степени было правдивым утверждением. В одной из древних культур он считался изобретателем бальзамирования. Назовите ИКС.;Анубис;1130;https://t.me/simple_quiz/431?comment=1130;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/431;telegram_archive/media/post_0431_photo_01.jpg;Доброе утро, лучшие из представителей интернета Шакалам, если таковые заглянут в наш уютный канал, тоже доброе утро [Напоминаем, что свои версии мы скрываем под спойлером, чтобы не портить кайф от угадывания другим людям] @simple_quiz;0.9584;Ответ подтверждён реакцией канала
434;2025-12-16;Если бы этот ролик снимали в 2025 году, то мы бы не удивились, если бы его лицом стала Юлия Романова, Полина Марченко, Юлия Чиркова или Алина Еременко, но в начале 2000-х в этой рекламе снялся будущий двукратный олимпийский чемпион. А какой слоган был у того рекламного ролика?;;;;;;;;https://t.me/simple_quiz/434;telegram_archive/media/post_0434_photo_01.jpg;И третий вопрос [Тут мы вам не дадим варианты ответа, сорри] @simple_quiz;0.9597;Распознано — проверить ответ
437;2025-12-17;К концу 2024 года в их списке есть и ЦСКА, и «Локомотив», и «Спартак», и «Динамо», иеще 267 других. «Торпедо» в их списке, кстати, нет. О чем речь?;Станции Московского метрополитена;1156;https://t.me/simple_quiz/437?comment=1156;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/437;telegram_archive/media/post_0437_photo_01.jpg;Ну и шлифанем вопросиком @simple_quiz;0.9484;Ответ подтверждён реакцией канала
438;2025-12-18;"В ребрендинге 2020 года одной национальной команды на эмблеме объединили четырех мифических хранителей — быка, орла, дракона и великана; новый знак заменил прежний щит с аббревиатурой федерации и флагом. Согласно пресс-релизу, эти фигуры - традиционные защитники страны и мотив, связанный с государственной символикой. Назовите сборную, которая впервые добралась до ЧМ и ЧЕ лишь в ХХ! веке.";Исландия;1158;https://t.me/simple_quiz/438?comment=1158;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/438;telegram_archive/media/post_0438_photo_01.jpg;Аналитики логотипов тут? @simple_quiz;0.9522;Ответ подтверждён реакцией канала
441;2025-12-21;Шахматы 1922 года по модели Натальи Данько являются заметным образцом агитационного фарфора. В целях пропаганды скульптор придумала новые образы для каждой фигуры и заменила один из их традиционных цветов. Напишите пару цветов в версии шахмат Натальи Данько.;Красные и белые;1176;https://t.me/simple_quiz/441?comment=1176;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/441;telegram_archive/media/post_0441_photo_01.jpg;E4;0.9599;Ответ подтверждён реакцией канала
445;2025-12-29;Привет! Ты в курсе про бесплатный «Симпл Квиз» для новых команд? 14 января, 20:00 «Басби», Никитский бульвар, 12 Запись - у @iamkirian в личке в | Cum | KBU;;;;;;;;https://t.me/simple_quiz/445;telegram_archive/media/post_0445_photo_01.jpg;Бесплатный «Симпл Квиз» для новых команд Всем салют! В среду 14 января в 20:00 мы хотим сыграть бесплатный квиз для тех, кто никогда не играл в «Симпл Квиз». Новички могут познакомиться с форматом и проверить свои силы, сыграв пакет из вопросов первого сезона. Бесплатная игра пройдет в гостях у наших друзей, пабе «Басби», во многих смыслах культовом месте. «Басби» находится по адресу Никитский бульвар, 12. Немного об игре: 1. К участию принимаются команды от 2 человек 2. При этом, если у вас нет команды, вы можете прийти один – найдем вам команду 3. Заявить команду можно в личке у @iamkirian Что должно быть в заявке: • Название команды • Количество человек (хотя бы примерное – чтобы мы поняли, какой столик вам выделить) • ФИО капитана Команды, которые играли в регулярном сезоне «Симпл Квиза», к участию не допускаются. Собирайте друзей, и увидимся с вами в «Басби» 14 января! Еще раз: запись – @iamkirian 📌Никитский бульвар, 12 Ⓜ️Метро «Арбатская» 🕰 20:00;0.9116;Распознано — проверить ответ
450;2026-01-08;Около 10 лет назад у очень многих сильных игроков в фифу была определенная особенность в никнейме, поэтому их называли ИКСАМИ. Позднее термин трансформировался, и ИКСАМИ стали называть всех сильных игроков вне зависимости от того, какой у них никнейм. ИКСОМ можно назвать, например, Мохамеда Салаха, Рияда Мареза или Ашрафа Хакими. Назовите ИКС.;Араб;1196;https://t.me/simple_quiz/450?comment=1196;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/450;telegram_archive/media/post_0450_photo_01.jpg;Загадка для фиферов на ночь глядя @simple_quiz;0.9473;Ответ подтверждён реакцией канала
451;2026-01-09;Привет! Ты в курсе про бесплатный «Симпл Квиз» для новых команд? 14 января, 20:00 «Басби», Никитский бульвар, 12 Запись - у @iamkirian в личке в | Cum | KBU;;;;;;;;https://t.me/simple_quiz/451;telegram_archive/media/post_0451_photo_01.jpg;Бесплатный «Симпл Квиз» для новых команд Всем салют! В среду 14 января в 20:00 мы хотим сыграть бесплатный квиз для тех, кто никогда не играл в «Симпл Квиз». Новички могут познакомиться с форматом и проверить свои силы, сыграв пакет из вопросов первого сезона. Бесплатная игра пройдет в гостях у наших друзей, пабе «Басби», во многих смыслах культовом месте. «Басби» находится по адресу Никитский бульвар, 12. Немного об игре: 1. К участию принимаются команды от 2 человек 2. При этом, если у вас нет команды, вы можете прийти один – найдем вам команду 3. Заявить команду можно в личке у @iamkirian Что должно быть в заявке: • Название команды • Количество человек (хотя бы примерное – чтобы мы поняли, какой столик вам выделить) • ФИО капитана Команды, которые играли в регулярном сезоне «Симпл Квиза», к участию не допускаются. Собирайте друзей, и увидимся с вами в «Басби» 14 января! Еще раз: запись – @iamkirian 📌Никитский бульвар, 12 Ⓜ️Метро «Арбатская» 🕰 20:00;0.9116;Распознано — проверить ответ
452;2026-01-09;В саундтреке FIFA 07 была песня этой группы. У этого трека 99 миллионов прослушиваний в Spotify, а у самой популярной песни группы - больше 2 миллиардов. Название этой группы совпадает с фамилиями двух легендарных игроков АПЛ. Один сыграл больше 200 матчей за «Тоттенхэм» и заезжал на сезон в «Ливерпуль». Другой провел больше 300 матчей за «МЮ». Как называется группа?;Keane;1215;https://t.me/simple_quiz/452?comment=1215;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/452;telegram_archive/media/post_0452_photo_01.jpg;Продолжаем разминку перед возвращением соревновательных квизов @simple_quiz;0.9569;Ответ подтверждён реакцией канала
454;2026-01-10;До 2006 года там не фигурировал никто, а после 2022-го там можно было увидеть следующих исполнителей: Drake, The Rolling Stones, Coldplay, Karol С, Rosalia, Travis Scott. В этом списке могли быть Тэйлор Свифт и Эд Ширан, но пока не срослось. Что объединяет вышеуказанных артистов?;Игровые футболки «Барселоны»;1220;https://t.me/simple_quiz/454?comment=1220;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/454;telegram_archive/media/post_0454_photo_01.jpg;Утренняя зарядка @simple_quiz;0.9576;Ответ подтверждён реакцией канала
467;2026-01-20;Дженнифер Лоуренс, Орландо Блум, Джереми Реннер, Рассел Кроу, Стивен Амелл - всех этих актеров объединяет некий олимпийский вид спорта. Назовите этот вид спорта.;Стрельба из лука;1262;https://t.me/simple_quiz/467?comment=1262;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/467;telegram_archive/media/post_0467_photo_01.jpg;Давайте начнем с несложного. Напоминаем, что все версии мы закидываем в комменты под спойлером @simple_quiz;0.9541;Ответ подтверждён реакцией канала
468;2026-01-20;Перед вами зашифрован персонаж культового произведения английского писателя. Мы уверены, что сам персонаж с легкостью прочел бы указанный SYXFRR EK Sete Однофамилец этого персонажа провел 10 сезонов в НБА. Он поиграл в «Филадельфии», «Финиксе», «Сакраменто», «Далласе» и «Вашингтоне». Он до сих пор в лиге. Назовите фамилию персонажа. Или баскетболиста.;Шерлок Холмс;1272;https://t.me/simple_quiz/468?comment=1272;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/468;telegram_archive/media/post_0468_photo_01.jpg;Двигаемся дальше 💃💃💃 Видели бы вы процесс создания этой картинки… уфффф! Самая муторная работа эвер. @simple_quiz;0.9021;Ответ подтверждён реакцией канала
469;2026-01-20;В США расфорсился скриншот с матча МЛБ между «Чикаго Кабс» и «Питтсбургом». На этом скриншоте видны упрощенные лого команд- участниц и счет матча, в котором одна из команд пока не набрала очков. Символы на этом скриншоте повторяют имя персонажа, фигурировавшего во всех эпизодах известнейшей франшизы. Напишите имя этого персонажа.;C-3PO;1291;https://t.me/simple_quiz/469?comment=1291;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/469;telegram_archive/media/post_0469_photo_01.jpg;И еще один на сегодня @simple_quiz;0.9542;Ответ подтверждён реакцией канала
473;2026-01-25;ИКС ИГРЕК - двукратный чемпион НБА, бронзовый призер Олимпийских игр и чемпион мира. ИКС ЗЕТ - звезда НФЛ, которая с 2019 года играет в одной команде. ИПСИЛОН ИКС - обладатель 22 наград «Грэмми». С НФЛ он так или иначе тоже связан. Назовите ИКС.;Ламар;1323;https://t.me/simple_quiz/473?comment=1323;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/473;telegram_archive/media/post_0473_photo_01.jpg;Готовимся к новому сезону. @simple_quiz;0.9493;Ответ подтверждён реакцией канала
474;2026-01-25;После поражения сборной Англии по крикету от Австралии в 1882 году The Sporting Times напечатали некролог: «Английский крикет умер 29 августа 1882 года». С тех пор победителям серии матчей между Англией и Австралией в тестовом крикете вручается ОНА. Возможно, если бы EE подарили вам, это вызвало быу вас как минимум непонимание, ау некоторых - даже обиду. Назовите EE двумя словами.;Урна;1332;https://t.me/simple_quiz/474?comment=1332;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/474;telegram_archive/media/post_0474_photo_01.jpg;F @simple_quiz;0.9563;Ответ подтверждён реакцией канала
505;2026-02-15;Один из текстов на сайте Eurosport.ru, посвященный триумфу одной биатлонистки, был озаглавлен «ОНА маслом». ОНА - фамилия спортсменки, забравшейся на подиум. Назовите ЕЕ.;Надежда Скардино;1448;https://t.me/simple_quiz/505?comment=1448;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/505;telegram_archive/media/post_0505_photo_01.jpg;Доброе утро, планета! Напоминаем, что версии под вопросами мы пишем под спойлером, чтобы не ломать кайф от угадывания другим @simple_quiz;0.941;Ответ подтверждён реакцией канала
507;2026-02-16;Перед вами список спортсменов: легкоатлет Ноа Лайлз, гольфист Брайсон Дешамбо, теннисистка Серена Уильямс, бейсболист Аарон Джадж, футболисты Неймар и Криштиану Роналду, баскетболисты Стефен Карри и Дэмиан Лиллард. В 2024 и 2025 гг. их медийно объединил один человек 1998 года рождения, чье настоящее имя — Джеймс Стивен Дональдсон. Назовите псевдоним этого человека.;MrBeast;1459;https://t.me/simple_quiz/507?comment=1459;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/507;telegram_archive/media/post_0507_photo_01.jpg;Вопрос со звездочкой (на самом деле, с целым списком звездочек) Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.9451;Ответ подтверждён реакцией канала
508;2026-02-17;Имена Диего Марадоны, Майка Тайсона, Роналдиньо, Флойда Мэйуэзера, Аллена Айверсона фигурировали в различных ИХ. В архитектуре ОН, помимо самых известных, бывает коринфским или тосканским. Назовите ЕГО.;Ордер;1461;https://t.me/simple_quiz/508?comment=1461;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/508;telegram_archive/media/post_0508_photo_01.jpg;Искусствоведческий вопросик. Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.9508;Ответ подтверждён реакцией канала
509;2026-02-18;Эта аббревиатура в какой-то степени ассоциируется с темнокожими людьми, правда, не в спортивных медиа, а в диджитал-файлах совершенно другого типа. A еще эта аббревиатура - название медиа, у которого есть не только спортивный раздел, но и целое пан- Африканское направление и редакция. Воспроизведите эту аббревиатуру, состоящую из трех латинских букв.;BBC;1466;https://t.me/simple_quiz/509?comment=1466;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/509;telegram_archive/media/post_0509_photo_01.jpg;Перебираем известные аббревиатуры? Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.9486;Ответ подтверждён реакцией канала
511;2026-02-19;В романтическом плане Матвея Сафонова можно назвать ИМ - например, для его жены Марины. OH на французском языке — фамилия одного из партнеров Сафонова. Также ОН во Франции- низшая категория ордена Почетного легиона. Назовите ЕГО французским словом.;Chevalier (шевалье);1483;https://t.me/simple_quiz/511?comment=1483;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/511;telegram_archive/media/post_0511_photo_01.jpg;Са ва? Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.949;Ответ подтверждён реакцией канала
512;2026-02-20;В Северной Америке ТАК называют скамейки на матчах по бейсболу и американскому футболу, а также зрителей на этих играх. Одна из версий происхождения термина - что деревянные скамейки выгорали или выцветали на солнце. Также ЭТО СЛОВО присутствует в названии американского спортивного медиа, основанного в 2005 году. По сути, первые тексты создателей сайта стали взглядом с этих самых скамеек. Назовите слово или спортивное медиа.;Bleachers;1490;https://t.me/simple_quiz/512?comment=1490;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/512;telegram_archive/media/post_0512_photo_01.jpg;Возможно, самый изящный вопрос редакционного квиза Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.9584;Ответ подтверждён реакцией канала
514;2026-02-21;Если бы Артем Дзюба провел всю карьеру в «Спартаке», то из-за одного факта биографии форварда на «Лукойл Арене» его могли бы называть ИКСом. ИКС - прозвище заметного политического деятеля, который жил в России на стыке 16-го и Т7-го веков. Назовите ИКС двумя словами.;Тушинский вор;1494;https://t.me/simple_quiz/514?comment=1494;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/514;telegram_archive/media/post_0514_photo_01.jpg;Вспоминаем уроки истории. Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.9529;Ответ подтверждён реакцией канала
516;2026-02-22;В топ-100 прямых эфиров на американском телевидении в 2023 году вошли сразу 97 спортивных трансляций. 94 из них - это матчи NFL. A 3 оставшихся?;NCAA;1508;https://t.me/simple_quiz/516?comment=1508;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/516;telegram_archive/media/post_0516_photo_01.jpg;Фанаты американских видов на месте? Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.9452;Ответ подтверждён реакцией канала
517;2026-02-23;Карьера Сергея Юрьевича началась в клубе из Узбекистана в 1991 году, а завершилась в 2018 году в клубе из Белгорода. Сергей Юрьевич - олимпийский чемпион. Карьера Павла Сергеевича началась в 2017 году в клубе из Белгорода. Назовите фамилию Сергея Юрьевича и Павла Сергеевича.;Сергей Тетюхин;1514;https://t.me/simple_quiz/517?comment=1514;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/517;telegram_archive/media/post_0517_photo_01.jpg;Узнали? Согласны? Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.9564;Ответ подтверждён реакцией канала
518;2026-02-24;В 1999 году «Манчестер Сити» подписал контракт с издательством Eidos Interactive. С анонса того соглашения осталось несколько фотографий с НЕЙ. В 2020 году сайт Coop-Land признал EE грудь лучшей в истории индустрии. Кого мы загадали под НЕЙ?;Лара Крофт;1518;https://t.me/simple_quiz/518?comment=1518;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/518;telegram_archive/media/post_0518_photo_01.jpg;👙 Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.9483;Ответ подтверждён реакцией канала
519;2026-02-25;В одном из спешалов комик Эндрю Шульц рассуждал о разнице между Чикаго и Нью-Иорком. Он обратил внимание, что, в отличие от нью-йоркцев, жители Чикаго гордятся трагедиями в городе настолько, что даже назвали команду по футболу - «Чикаго Файр» -— якобы в честь великого чикагского пожара 1871 года. Когда Шульц начал рассуждать о названиях команд в Нью- Иорке, зал взорвался от смеха. Название какой команды вызвало у зрителей истерику?;Jets;1527;https://t.me/simple_quiz/519?comment=1527;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/519;telegram_archive/media/post_0519_photo_01.jpg;Вопрос для любителей зарубежных стендапов. Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.9458;Ответ подтверждён реакцией канала
520;2026-02-26;Блогер Софья Шамсутдинова ведет блог на «Спортсе”» и снимает рилзы Ha тему того, как учится играть в футбол: в роликах она чеканит мяч и делает разнообразные трюки. Название ее блога - каламбур, связанный сее именем и хорватским ресурсом, помогающим следить за ходом матча. Воспроизведите ее никнейм на «Спортсе”» и в других соцсетях.;Sofascore;1530;https://t.me/simple_quiz/520?comment=1530;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/520;telegram_archive/media/post_0520_photo_01.jpg;Подписывайтесь, кстати, на инстулю Сони, как разгадаете ее айди: она классная Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.9383;Ответ подтверждён реакцией канала
521;2026-02-27;В треке рэпера «эхопрокуренныхподъездов», посвященном одному из футболистов, есть следующие строчки: «И тебе больше не увидеть, как Кану Заколачивает со стандарта ИКС» ИКС реально забивал Кану со стандарта. Назовите ИКС.;;;;;;;;https://t.me/simple_quiz/521;telegram_archive/media/post_0521_photo_01.jpg;Давайте вспоминать всех, кто клал Оливеру со штрафного. Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.9541;Распознано — проверить ответ
524;2026-02-28;Фотограф Денис Тырин опубликовал фотографию с турнира по фигурному катанию. Благодаря талантливому кадрированию фото от названия турнира на рекламном щите за спиной Аделии Петросян осталось лишь шесть букв, что добавило фотографии дополнительный смысл. Эти шесть букв вы можете найти даже в первом абзаце вопроса. Напишите их.;Пофигу;1570;https://t.me/simple_quiz/524?comment=1570;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/524;telegram_archive/media/post_0524_photo_01.jpg;Фанаты фигурки присутствуют? Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.9588;Ответ подтверждён реакцией канала
527;2026-03-01;ИКС - фамилия довольно известного монстра. Если к ИКСУ добавить гласную букву и еще один орфографический знак, получится совершенно другой монстр: семикратный чемпион мира, выступающий на про-уровне вот уже 33 года. Назовите вид спорта, в котором выступает второй монстр.;Снукер;1578;https://t.me/simple_quiz/527?comment=1578;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/527;telegram_archive/media/post_0527_photo_01.jpg;Р-р-р-р-р-р! [Испугались?] Зарегистрируй команду на ближайшую игру сезона @simple_quiz;0.9528;Ответ подтверждён реакцией канала
535;2026-03-05;Среди экс-комментаторов «НТВ-Плюс», оказавшихся на «Матч ТВ», пригласили и ЗАМЕНА. ЗАМЕНА - один из футболистов «Комо». Игрок проводит лишь первый сезон в Серии А после трансфера из загребского «Динамо». Что мы зашифровали под ЗАМЕНА?;Батурина;1607;https://t.me/simple_quiz/535?comment=1607;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/535;telegram_archive/media/post_0535_photo_01.jpg;Вспоминаем всех легенд «НТВ-Плюса» @simple_quiz;0.9521;Ответ подтверждён реакцией канала
542;2026-03-06;В диджитал-версии журнала «Коммерсантъ» публикация, посвященная победе Андрея Рублева над Роджером Федерером, была озаглавлена следующим образом: «Андрей Рублев СДЕЛАЛ ЭТО». В 1904 году в Казанском Богородицком монастыре СДЕЛАЛИ ЭТО - это один из самых известных подобных случаев в России. Закончите заголовок «Коммерсанта» двумя словами.;Вынес икону;1619;https://t.me/simple_quiz/542?comment=1619;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/542;telegram_archive/media/post_0542_photo_01.jpg;Да что ж такое, опять вопрос на основе какого-то там заголовка... @simple_quiz;0.9577;Ответ подтверждён реакцией канала
544;2026-03-07;Довольно известный русский иконописец ИКС родился и вырос в Византии, поэтому вошел в историю как ИКС ИГРЕК. Сразу 23 чемпиона Европы по футболу в 21-м веке были ИГРЕКАМИ. Назовите ИГРЕК.;Феофан Грек;1627;https://t.me/simple_quiz/544?comment=1627;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/544;telegram_archive/media/post_0544_photo_01.jpg;И снова искусствоведческий вопросик. @simple_quiz;0.9529;Ответ подтверждён реакцией канала
545;2026-03-09;В средневековье во время осады города вражескими войсками в населенном пункте зачастую начинался ОН. Вы можете знать другого ЕГО: он периодически появляется в студии «Матч ТВ». Назовите ЕГО.;Мор;1634;https://t.me/simple_quiz/545?comment=1634;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/545;telegram_archive/media/post_0545_photo_01.jpg;Вспоминаем резидентов студий «Матч ТВ» @simple_quiz;0.9621;Ответ подтверждён реакцией канала
551;2026-03-16;ИИ-художник jslayart составил несколько ростеров по определенному принципу. В одну команду вошли Джейлен Брансон, Наруто, Гоку, Существо, Микеланджело, Аанг. В другую - Патрик Махоумс, Майкл Джордан, Флеш, Тайгер Вудс, Дэдпул. В третью - Ламар Джексон, TaHoc, Джокер, Канг Завоеватель, Фриза. По какому принципу составлены эти ростеры?;По цветам костюмов: оранжевый, красный, фиолетовый;1657;https://t.me/simple_quiz/551?comment=1657;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/551;telegram_archive/media/post_0551_photo_01.jpg;Начинаем подготовку к игре 23 марта @simple_quiz;0.941;Ответ подтверждён реакцией канала
552;2026-03-17;В январе 2013 года Ha Sports.ru вышел пост Кирилла Благова, посвященный лишнему весу звезды РПЛ из Эквадора. Вторая часть заголовка выглядела так: «Как отпуск Кайседо превратился в событие». Первая состояла из имени и фамилии известного южноамериканского спортсмена. Воспроизведите каламбур из первой части заголовка.;Фелипе Масса;1660;https://t.me/simple_quiz/552?comment=1660;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/552;telegram_archive/media/post_0552_photo_01.jpg;Кто ностальгирует по каламбурным заголовкам спортивных медиа? @simple_quiz;0.9534;Ответ подтверждён реакцией канала
553;2026-03-18;Серхио Перес, Сергей Карякин, Артур Шилов - всех их называли ИМ. Маурицио Сарри называл ИМ Лучано Спаллетти. Действующего ЕГО мы называть не будем. Назовите ЕГО двумя словами.;Министр обороны;1668;https://t.me/simple_quiz/553?comment=1668;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/553;telegram_archive/media/post_0553_photo_01.jpg;Daily quiz для тех, кто прорвался сквозь все замедления и блокировки @simple_quiz;0.956;Ответ подтверждён реакцией канала
555;2026-03-21;ОНО - один из самых популярных фильмов Брайана Де Пальмы. ОНО - прозвище культового футболиста, который отбегал 17 матчей за «Галатасарай», а потом 17 лет играл исключительно в клубах из топ-5 лиг Европы. Что такое ОНО? Ответьте тремя словами.;Лицо со шрамом;1673;https://t.me/simple_quiz/555?comment=1673;«Симпл Квиз» | Минута на обсуждение;channel_reaction;;;https://t.me/simple_quiz/555;telegram_archive/media/post_0555_photo_01.jpg;Зовем всех киноманов в комменты @simple_quiz;0.9556;Ответ подтверждён реакцией канала
